Checkpoint,allocate,allot,ask,assign,award,bequeath,cede,deliver,deny,dictate,explain,feed,forward,give,grant,guarantee,issue,lease,mail,offer,pass,pay,present,promise,read,refund,relay,rent,sell,show,teach,tell,trade,transfer,yield
147000,0.7647058823529411,0.3,1.0,0.8571428571428571,0.9117647058823529,0.3333333333333333,0.43333333333333335,0.21875,0.5172413793103449,0.8181818181818182,0.4186046511627907,0.7333333333333333,0.3,0.5151515151515151,0.4883720930232558,0.16666666666666666,0.4444444444444444,0.8157894736842105,0.7142857142857143,0.55,0.4666666666666667,0.7352941176470589,0.4857142857142857,0.47368421052631576,0.5714285714285714,0.0,0.26666666666666666,1.0,0.8536585365853658,0.78125,0.6451612903225806,0.5384615384615384,0.4,0.8333333333333334,0.2
148000,0.9411764705882353,0.5,0.8,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.5666666666666667,0.34375,0.5517241379310345,1.0,0.4418604651162791,0.8666666666666667,0.5,0.7272727272727273,0.6511627906976745,0.16666666666666666,0.4444444444444444,0.8157894736842105,0.8571428571428571,0.625,0.7666666666666667,0.7647058823529411,0.5428571428571428,0.5789473684210527,0.7428571428571429,0.0,0.4,1.0,0.9024390243902439,0.96875,0.7741935483870968,0.5384615384615384,0.5333333333333333,0.8888888888888888,0.2
149000,0.8235294117647058,0.3,1.0,0.8571428571428571,0.8823529411764706,0.6666666666666666,0.43333333333333335,0.3125,0.4827586206896552,0.8181818181818182,0.4418604651162791,0.8666666666666667,0.4,0.6060606060606061,0.4883720930232558,0.16666666666666666,0.3111111111111111,0.8421052631578947,0.7857142857142857,0.425,0.6333333333333333,0.6764705882352942,0.5142857142857142,0.5789473684210527,0.6857142857142857,0.0,0.26666666666666666,1.0,0.8780487804878049,0.90625,0.6451612903225806,0.6923076923076923,0.4,0.7777777777777778,0.1
150000,0.8823529411764706,0.3,0.8,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.4666666666666667,0.4375,0.4482758620689655,0.8181818181818182,0.4186046511627907,0.7333333333333333,0.4,0.6363636363636364,0.46511627906976744,0.16666666666666666,0.37777777777777777,0.8421052631578947,0.7857142857142857,0.575,0.7,0.7352941176470589,0.45714285714285713,0.5789473684210527,0.7142857142857143,0.0,0.3,1.0,0.8780487804878049,0.96875,0.8387096774193549,0.46153846153846156,0.5333333333333333,0.8333333333333334,0.1
151000,0.9411764705882353,0.6,1.0,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.4666666666666667,0.46875,0.5517241379310345,0.9090909090909091,0.6046511627906976,0.7333333333333333,0.5,0.6363636363636364,0.6511627906976745,0.16666666666666666,0.5333333333333333,0.8421052631578947,0.8571428571428571,0.625,0.6666666666666666,0.7941176470588235,0.6285714285714286,0.5263157894736842,0.6571428571428571,0.0,0.4666666666666667,1.0,0.9024390243902439,0.96875,0.8709677419354839,0.8461538461538461,0.4666666666666667,0.8888888888888888,0.2
152000,0.8235294117647058,0.3,0.6,0.8571428571428571,0.8235294117647058,0.3333333333333333,0.4666666666666667,0.21875,0.5172413793103449,0.8181818181818182,0.37209302325581395,0.5333333333333333,0.2,0.5757575757575758,0.5116279069767442,0.16666666666666666,0.28888888888888886,0.7894736842105263,0.7857142857142857,0.475,0.6666666666666666,0.6470588235294118,0.4857142857142857,0.42105263157894735,0.6285714285714286,0.0,0.2,1.0,0.8780487804878049,0.78125,0.5806451612903226,0.46153846153846156,0.4,0.8888888888888888,0.2
153000,0.8823529411764706,0.2,1.0,0.8571428571428571,0.8823529411764706,0.0,0.5333333333333333,0.28125,0.5517241379310345,0.7272727272727273,0.3488372093023256,0.6666666666666666,0.3,0.696969696969697,0.5116279069767442,0.16666666666666666,0.4444444444444444,0.8157894736842105,0.8571428571428571,0.55,0.6333333333333333,0.8529411764705882,0.5714285714285714,0.47368421052631576,0.7428571428571429,0.0,0.23333333333333334,1.0,0.9024390243902439,1.0,0.7096774193548387,0.38461538461538464,0.3333333333333333,0.7222222222222222,0.2
154000,0.8823529411764706,0.3,1.0,0.8571428571428571,0.8823529411764706,0.6666666666666666,0.43333333333333335,0.34375,0.5862068965517241,1.0,0.3488372093023256,0.6666666666666666,0.5,0.6666666666666666,0.7209302325581395,0.08333333333333333,0.5111111111111111,0.7894736842105263,0.8571428571428571,0.575,0.6333333333333333,0.7352941176470589,0.5142857142857142,0.5789473684210527,0.7142857142857143,0.0,0.3,0.9583333333333334,0.7804878048780488,0.90625,0.6129032258064516,0.6923076923076923,0.3333333333333333,0.7777777777777778,0.1
155000,0.8235294117647058,0.4,0.8,0.8571428571428571,0.9117647058823529,0.0,0.36666666666666664,0.40625,0.6206896551724138,0.8181818181818182,0.3488372093023256,0.5333333333333333,0.4,0.5757575757575758,0.6046511627906976,0.16666666666666666,0.3333333333333333,0.7368421052631579,0.8571428571428571,0.625,0.7,0.6176470588235294,0.5714285714285714,0.5789473684210527,0.6285714285714286,0.0,0.4666666666666667,0.9166666666666666,0.8780487804878049,1.0,0.8387096774193549,0.6153846153846154,0.6,0.8888888888888888,0.1
156000,0.9411764705882353,0.5,1.0,0.8571428571428571,0.9411764705882353,0.3333333333333333,0.43333333333333335,0.5,0.6206896551724138,1.0,0.5581395348837209,0.8,0.7,0.7878787878787878,0.7209302325581395,0.16666666666666666,0.6222222222222222,0.7894736842105263,0.8571428571428571,0.675,0.7666666666666667,0.7941176470588235,0.7428571428571429,0.631578947368421,0.7714285714285715,0.0,0.5,1.0,0.926829268292683,0.90625,0.7741935483870968,0.5384615384615384,0.6,0.8888888888888888,0.2
157000,0.8235294117647058,0.4,0.6,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.7,0.5,0.6206896551724138,1.0,0.5348837209302325,0.8,0.6,0.6666666666666666,0.5348837209302325,0.08333333333333333,0.37777777777777777,0.868421052631579,0.8571428571428571,0.6,0.7,0.6764705882352942,0.6,0.5263157894736842,0.6857142857142857,0.0,0.5333333333333333,1.0,0.8780487804878049,0.96875,0.7741935483870968,0.6153846153846154,0.5333333333333333,0.7222222222222222,0.1
158000,0.8235294117647058,0.1,1.0,0.8571428571428571,0.8235294117647058,0.3333333333333333,0.5333333333333333,0.25,0.5172413793103449,0.8181818181818182,0.3488372093023256,0.6,0.4,0.6363636363636364,0.4418604651162791,0.08333333333333333,0.35555555555555557,0.8421052631578947,0.7857142857142857,0.425,0.7,0.7647058823529411,0.4857142857142857,0.5263157894736842,0.7142857142857143,0.0,0.43333333333333335,1.0,0.8536585365853658,0.90625,0.5806451612903226,0.6923076923076923,0.26666666666666666,0.7777777777777778,0.2
159000,0.9411764705882353,0.5,1.0,0.8571428571428571,0.9411764705882353,1.0,0.6,0.5,0.6206896551724138,1.0,0.5581395348837209,0.8666666666666667,0.5,0.6666666666666666,0.7674418604651163,0.16666666666666666,0.6,0.868421052631579,0.9285714285714286,0.65,0.7333333333333333,0.8823529411764706,0.4857142857142857,0.5789473684210527,0.6857142857142857,0.0,0.36666666666666664,1.0,0.8780487804878049,1.0,0.6774193548387096,0.46153846153846156,0.6,0.9444444444444444,0.2
160000,1.0,0.8,1.0,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.6,0.4375,0.7241379310344828,1.0,0.6046511627906976,0.8666666666666667,0.5,0.7575757575757576,0.8372093023255814,0.16666666666666666,0.7555555555555555,0.8947368421052632,0.8571428571428571,0.725,0.7666666666666667,0.8235294117647058,0.4857142857142857,0.5789473684210527,0.7428571428571429,0.0,0.5,1.0,0.9024390243902439,0.96875,0.8387096774193549,0.5384615384615384,0.6,0.8888888888888888,0.3
161000,1.0,0.5,1.0,0.8571428571428571,0.9117647058823529,1.0,0.5666666666666667,0.4375,0.6896551724137931,0.8181818181818182,0.6046511627906976,0.9333333333333333,0.5,0.7575757575757576,0.7906976744186046,0.16666666666666666,0.7111111111111111,0.9210526315789473,0.7857142857142857,0.75,0.7666666666666667,0.8823529411764706,0.6285714285714286,0.5789473684210527,0.7714285714285715,0.0,0.6333333333333333,1.0,0.9024390243902439,1.0,0.8709677419354839,0.7692307692307693,0.5333333333333333,0.8888888888888888,0.3
162000,0.8823529411764706,0.7,1.0,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.7,0.625,0.7586206896551724,0.9090909090909091,0.6511627906976745,0.9333333333333333,0.8,0.7878787878787878,0.7441860465116279,0.16666666666666666,0.7111111111111111,0.9736842105263158,0.9285714285714286,0.775,0.9,0.8235294117647058,0.8285714285714286,0.5789473684210527,0.8,0.5,0.6,1.0,0.926829268292683,0.96875,0.7741935483870968,0.7692307692307693,0.6,0.9444444444444444,0.4
163000,0.7647058823529411,0.3,0.8,0.8571428571428571,0.8823529411764706,0.3333333333333333,0.5333333333333333,0.46875,0.5862068965517241,0.8181818181818182,0.5348837209302325,0.4666666666666667,0.3,0.7272727272727273,0.6511627906976745,0.16666666666666666,0.4444444444444444,0.7894736842105263,0.8571428571428571,0.625,0.5333333333333333,0.7058823529411765,0.5142857142857142,0.5263157894736842,0.7142857142857143,0.0,0.23333333333333334,1.0,0.9024390243902439,1.0,0.6451612903225806,0.46153846153846156,0.4666666666666667,0.8888888888888888,0.2
164000,0.9411764705882353,0.3,0.8,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.5,0.4375,0.4482758620689655,0.8181818181818182,0.5348837209302325,0.9333333333333333,0.4,0.7575757575757576,0.6744186046511628,0.16666666666666666,0.4666666666666667,0.8421052631578947,0.8571428571428571,0.65,0.8333333333333334,0.8823529411764706,0.5428571428571428,0.5789473684210527,0.8285714285714286,0.5,0.3,1.0,0.9024390243902439,1.0,0.7096774193548387,0.5384615384615384,0.4666666666666667,0.8333333333333334,0.2
165000,0.8823529411764706,0.5,0.8,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.4666666666666667,0.5,0.6206896551724138,1.0,0.5581395348837209,0.8,0.5,0.7272727272727273,0.7209302325581395,0.16666666666666666,0.5111111111111111,0.8947368421052632,0.8571428571428571,0.675,0.7,0.8823529411764706,0.6571428571428571,0.5789473684210527,0.8,0.0,0.26666666666666666,1.0,0.926829268292683,1.0,0.7419354838709677,0.46153846153846156,0.5333333333333333,0.8333333333333334,0.2
166000,0.7058823529411765,0.2,1.0,0.7857142857142857,0.8235294117647058,0.0,0.36666666666666664,0.1875,0.4827586206896552,0.6363636363636364,0.3953488372093023,0.4666666666666667,0.2,0.5757575757575758,0.4883720930232558,0.08333333333333333,0.2222222222222222,0.7894736842105263,0.6428571428571429,0.5,0.3333333333333333,0.7647058823529411,0.45714285714285713,0.2631578947368421,0.6,0.0,0.23333333333333334,1.0,0.9024390243902439,0.84375,0.7096774193548387,0.38461538461538464,0.3333333333333333,0.7222222222222222,0.1
167000,0.7647058823529411,0.2,0.8,0.7857142857142857,0.7647058823529411,0.0,0.26666666666666666,0.15625,0.4827586206896552,0.8181818181818182,0.37209302325581395,0.4,0.3,0.5757575757575758,0.3953488372093023,0.08333333333333333,0.15555555555555556,0.7105263157894737,0.6428571428571429,0.45,0.4666666666666667,0.7647058823529411,0.45714285714285713,0.5263157894736842,0.6857142857142857,0.0,0.23333333333333334,0.9583333333333334,0.7073170731707317,0.875,0.6451612903225806,0.46153846153846156,0.2,0.6111111111111112,0.1
168000,0.8235294117647058,0.6,1.0,0.7857142857142857,0.9117647058823529,0.6666666666666666,0.5666666666666667,0.5,0.7931034482758621,1.0,0.6046511627906976,0.8,0.5,0.7575757575757576,0.6511627906976745,0.16666666666666666,0.4666666666666667,0.8421052631578947,0.7857142857142857,0.625,0.6666666666666666,0.8235294117647058,0.5142857142857142,0.5789473684210527,0.6285714285714286,0.0,0.3,1.0,0.9024390243902439,0.96875,0.7741935483870968,0.5384615384615384,0.26666666666666666,0.8333333333333334,0.3
169000,0.8823529411764706,0.4,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.5333333333333333,0.5625,0.5517241379310345,1.0,0.6046511627906976,0.6,0.5,0.8181818181818182,0.6744186046511628,0.16666666666666666,0.5555555555555556,0.868421052631579,0.9285714285714286,0.725,0.7,0.8235294117647058,0.7428571428571429,0.5789473684210527,0.7714285714285715,0.0,0.5333333333333333,1.0,0.9024390243902439,1.0,0.7419354838709677,0.46153846153846156,0.3333333333333333,0.8888888888888888,0.5
170000,0.8235294117647058,0.3,1.0,0.8571428571428571,0.8823529411764706,0.3333333333333333,0.4,0.4375,0.5172413793103449,0.9090909090909091,0.4883720930232558,0.7333333333333333,0.4,0.6666666666666666,0.6046511627906976,0.16666666666666666,0.3111111111111111,0.7368421052631579,0.8571428571428571,0.625,0.5333333333333333,0.8235294117647058,0.4857142857142857,0.42105263157894735,0.7142857142857143,0.0,0.3,1.0,0.8780487804878049,0.9375,0.6451612903225806,0.6153846153846154,0.4,0.8888888888888888,0.2
171000,0.8235294117647058,0.5,0.4,0.8571428571428571,0.9705882352941176,0.3333333333333333,0.5,0.3125,0.6206896551724138,0.6363636363636364,0.4883720930232558,0.6666666666666666,0.3,0.7878787878787878,0.7209302325581395,0.16666666666666666,0.35555555555555557,0.868421052631579,0.7857142857142857,0.675,0.7,0.8823529411764706,0.5428571428571428,0.3684210526315789,0.6857142857142857,0.0,0.3,0.9166666666666666,0.926829268292683,0.9375,0.7096774193548387,0.38461538461538464,0.5333333333333333,0.8888888888888888,0.2
172000,0.8823529411764706,0.5,0.8,0.8571428571428571,0.8235294117647058,0.0,0.36666666666666664,0.15625,0.6551724137931034,0.8181818181818182,0.4186046511627907,0.7333333333333333,0.3,0.6363636363636364,0.6046511627906976,0.16666666666666666,0.37777777777777777,0.8157894736842105,0.7857142857142857,0.575,0.7,0.7941176470588235,0.5142857142857142,0.42105263157894735,0.5714285714285714,0.0,0.3333333333333333,1.0,0.8536585365853658,0.875,0.7096774193548387,0.38461538461538464,0.26666666666666666,0.8888888888888888,0.1
173000,0.9411764705882353,0.6,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.6333333333333333,0.40625,0.5862068965517241,0.7272727272727273,0.5581395348837209,0.6,0.4,0.6666666666666666,0.7209302325581395,0.16666666666666666,0.4888888888888889,0.868421052631579,0.7857142857142857,0.6,0.6666666666666666,0.8235294117647058,0.6,0.5263157894736842,0.7714285714285715,0.0,0.4,1.0,0.9024390243902439,0.96875,0.6451612903225806,0.7692307692307693,0.4,0.8888888888888888,0.5
174000,0.9411764705882353,0.7,1.0,0.8571428571428571,0.9411764705882353,0.3333333333333333,0.6,0.5625,0.6551724137931034,0.9090909090909091,0.7441860465116279,0.9333333333333333,0.5,0.8181818181818182,0.7906976744186046,0.16666666666666666,0.4222222222222222,0.8157894736842105,0.8571428571428571,0.775,0.7666666666666667,0.8235294117647058,0.6571428571428571,0.5789473684210527,0.8,0.0,0.5333333333333333,1.0,0.9024390243902439,1.0,0.8064516129032258,0.6923076923076923,0.5333333333333333,0.8888888888888888,0.5
175000,0.7647058823529411,0.2,0.6,0.8571428571428571,0.9117647058823529,0.3333333333333333,0.43333333333333335,0.34375,0.5862068965517241,0.7272727272727273,0.4883720930232558,1.0,0.5,0.7878787878787878,0.5581395348837209,0.08333333333333333,0.26666666666666666,0.8157894736842105,0.8571428571428571,0.575,0.8,0.7941176470588235,0.5428571428571428,0.5263157894736842,0.6571428571428571,0.0,0.43333333333333335,1.0,0.9024390243902439,0.9375,0.6774193548387096,0.7692307692307693,0.4,0.8888888888888888,0.2
176000,0.9411764705882353,0.5,0.8,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.5666666666666667,0.34375,0.6206896551724138,0.8181818181818182,0.5581395348837209,0.6666666666666666,0.6,0.7272727272727273,0.6744186046511628,0.16666666666666666,0.37777777777777777,0.8157894736842105,0.8571428571428571,0.725,0.7333333333333333,0.8529411764705882,0.5428571428571428,0.5263157894736842,0.6571428571428571,0.0,0.36666666666666664,1.0,0.9024390243902439,1.0,0.6451612903225806,0.38461538461538464,0.6,0.8888888888888888,0.5
177000,0.8823529411764706,0.4,1.0,0.8571428571428571,0.8823529411764706,0.0,0.6,0.34375,0.6206896551724138,0.7272727272727273,0.5581395348837209,0.6666666666666666,0.4,0.696969696969697,0.7209302325581395,0.16666666666666666,0.37777777777777777,0.8421052631578947,0.7857142857142857,0.7,0.8333333333333334,0.8529411764705882,0.5142857142857142,0.5263157894736842,0.7142857142857143,0.0,0.3,1.0,0.8780487804878049,0.96875,0.6451612903225806,0.38461538461538464,0.5333333333333333,0.8888888888888888,0.3
178000,0.7647058823529411,0.4,1.0,0.8571428571428571,0.9411764705882353,0.3333333333333333,0.4666666666666667,0.46875,0.5517241379310345,0.8181818181818182,0.5813953488372093,0.8,0.5,0.7272727272727273,0.6511627906976745,0.16666666666666666,0.4666666666666667,0.8157894736842105,0.7857142857142857,0.65,0.6666666666666666,0.8529411764705882,0.5428571428571428,0.42105263157894735,0.6857142857142857,0.0,0.4,1.0,0.8780487804878049,0.875,0.6451612903225806,0.46153846153846156,0.4,0.8333333333333334,0.1
179000,0.8823529411764706,0.7,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.6,0.5,0.7241379310344828,1.0,0.6976744186046512,0.8666666666666667,0.7,0.8181818181818182,0.6744186046511628,0.16666666666666666,0.4,0.9473684210526315,0.8571428571428571,0.775,0.8,0.8823529411764706,0.7142857142857143,0.5789473684210527,0.7714285714285715,0.0,0.6666666666666666,1.0,0.9024390243902439,1.0,0.9354838709677419,0.7692307692307693,0.7333333333333333,0.8888888888888888,0.2
180000,0.8823529411764706,0.6,1.0,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.6,0.4375,0.6551724137931034,0.6363636363636364,0.627906976744186,0.7333333333333333,0.5,0.7575757575757576,0.7906976744186046,0.16666666666666666,0.5111111111111111,0.8421052631578947,0.8571428571428571,0.75,0.8,0.8235294117647058,0.6857142857142857,0.5789473684210527,0.7428571428571429,0.0,0.43333333333333335,1.0,0.8780487804878049,1.0,0.8387096774193549,0.7692307692307693,0.6,0.8888888888888888,0.3
181000,0.7058823529411765,0.3,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.5333333333333333,0.40625,0.6551724137931034,0.8181818181818182,0.5581395348837209,0.7333333333333333,0.4,0.7272727272727273,0.46511627906976744,0.16666666666666666,0.4888888888888889,0.9210526315789473,0.8571428571428571,0.65,0.7666666666666667,0.7352941176470589,0.5714285714285714,0.5263157894736842,0.7714285714285715,0.0,0.26666666666666666,1.0,0.8780487804878049,1.0,0.8064516129032258,0.6923076923076923,0.4666666666666667,0.8888888888888888,0.2
182000,0.9411764705882353,0.7,1.0,0.8571428571428571,0.9411764705882353,0.3333333333333333,0.6,0.59375,0.8275862068965517,0.9090909090909091,0.6046511627906976,0.9333333333333333,0.5,0.7878787878787878,0.7906976744186046,0.25,0.5555555555555556,0.9736842105263158,0.8571428571428571,0.75,0.8,0.8529411764705882,0.6857142857142857,0.5263157894736842,0.8285714285714286,0.0,0.5,1.0,0.926829268292683,1.0,0.8709677419354839,0.6153846153846154,0.8,0.8888888888888888,0.5
183000,0.8823529411764706,0.3,0.6,0.8571428571428571,0.9117647058823529,0.0,0.43333333333333335,0.34375,0.41379310344827586,0.7272727272727273,0.3953488372093023,0.6,0.5,0.7575757575757576,0.4883720930232558,0.16666666666666666,0.37777777777777777,0.8421052631578947,0.8571428571428571,0.675,0.7,0.7352941176470589,0.5714285714285714,0.2631578947368421,0.7142857142857143,0.0,0.36666666666666664,1.0,0.8780487804878049,0.96875,0.5806451612903226,0.5384615384615384,0.3333333333333333,0.8333333333333334,0.2
184000,0.8235294117647058,0.3,0.8,0.8571428571428571,0.9117647058823529,0.3333333333333333,0.5,0.375,0.4827586206896552,0.6363636363636364,0.5348837209302325,0.5333333333333333,0.4,0.6666666666666666,0.6046511627906976,0.16666666666666666,0.4666666666666667,0.7894736842105263,0.7857142857142857,0.6,0.7,0.8235294117647058,0.4857142857142857,0.47368421052631576,0.6857142857142857,0.0,0.36666666666666664,1.0,0.8536585365853658,0.9375,0.5806451612903226,0.46153846153846156,0.26666666666666666,0.8333333333333334,0.2
185000,0.9411764705882353,0.7,0.8,0.8571428571428571,0.9117647058823529,0.0,0.5666666666666667,0.375,0.5862068965517241,0.6363636363636364,0.5116279069767442,0.6,0.5,0.7575757575757576,0.6046511627906976,0.16666666666666666,0.4222222222222222,0.8157894736842105,0.7857142857142857,0.7,0.6333333333333333,0.8235294117647058,0.5428571428571428,0.21052631578947367,0.6571428571428571,0.0,0.3,1.0,0.9024390243902439,0.9375,0.6129032258064516,0.5384615384615384,0.5333333333333333,0.8888888888888888,0.3
186000,0.8235294117647058,0.2,0.8,0.8571428571428571,0.8823529411764706,0.0,0.4,0.09375,0.5172413793103449,0.7272727272727273,0.5348837209302325,0.8,0.4,0.696969696969697,0.4418604651162791,0.08333333333333333,0.3111111111111111,0.7368421052631579,0.7857142857142857,0.6,0.5666666666666667,0.7647058823529411,0.4857142857142857,0.3157894736842105,0.6857142857142857,0.0,0.3,1.0,0.8292682926829268,0.96875,0.7419354838709677,0.5384615384615384,0.26666666666666666,0.8333333333333334,0.1
187000,0.9411764705882353,0.7,0.8,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.6,0.5,0.6896551724137931,0.7272727272727273,0.5348837209302325,0.8,0.6,0.8787878787878788,0.6976744186046512,0.16666666666666666,0.6,0.8157894736842105,0.8571428571428571,0.675,0.7333333333333333,0.8529411764705882,0.6571428571428571,0.42105263157894735,0.8285714285714286,0.0,0.43333333333333335,1.0,0.9024390243902439,1.0,0.7419354838709677,0.6153846153846154,0.5333333333333333,0.8888888888888888,0.3
188000,1.0,0.7,1.0,0.8571428571428571,0.9117647058823529,0.3333333333333333,0.7,0.53125,0.7931034482758621,0.8181818181818182,0.6976744186046512,0.8666666666666667,0.4,0.9090909090909091,0.7674418604651163,0.16666666666666666,0.5111111111111111,0.8947368421052632,0.8571428571428571,0.8,0.7666666666666667,0.8529411764705882,0.5714285714285714,0.6842105263157895,0.7714285714285715,0.0,0.5333333333333333,1.0,0.926829268292683,1.0,0.7419354838709677,0.7692307692307693,0.6666666666666666,0.8888888888888888,0.3
189000,0.7058823529411765,0.2,0.8,0.7857142857142857,0.8529411764705882,0.0,0.36666666666666664,0.21875,0.41379310344827586,0.6363636363636364,0.4186046511627907,0.6,0.4,0.5757575757575758,0.37209302325581395,0.08333333333333333,0.28888888888888886,0.8157894736842105,0.8571428571428571,0.525,0.5333333333333333,0.7058823529411765,0.4857142857142857,0.42105263157894735,0.6857142857142857,0.0,0.26666666666666666,1.0,0.8048780487804879,0.90625,0.5806451612903226,0.15384615384615385,0.4,0.7777777777777778,0.1
190000,0.8235294117647058,0.7,0.8,0.8571428571428571,0.8823529411764706,0.6666666666666666,0.5666666666666667,0.5,0.6206896551724138,0.9090909090909091,0.6511627906976745,0.4666666666666667,0.4,0.7575757575757576,0.627906976744186,0.16666666666666666,0.5555555555555556,0.8157894736842105,0.8571428571428571,0.675,0.7,0.8235294117647058,0.5428571428571428,0.3684210526315789,0.6857142857142857,0.0,0.5333333333333333,1.0,0.9024390243902439,0.96875,0.6129032258064516,0.6923076923076923,0.5333333333333333,0.8888888888888888,0.3
191000,0.7647058823529411,0.4,0.8,0.8571428571428571,0.8529411764705882,0.0,0.5666666666666667,0.4375,0.41379310344827586,0.6363636363636364,0.6046511627906976,0.5333333333333333,0.6,0.696969696969697,0.5348837209302325,0.16666666666666666,0.37777777777777777,0.8157894736842105,0.7857142857142857,0.625,0.6333333333333333,0.8235294117647058,0.5142857142857142,0.3684210526315789,0.6857142857142857,0.0,0.5666666666666667,1.0,0.8292682926829268,1.0,0.6129032258064516,0.5384615384615384,0.3333333333333333,0.8888888888888888,0.3
192000,0.7647058823529411,0.4,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.6333333333333333,0.34375,0.5172413793103449,0.8181818181818182,0.5116279069767442,0.8,0.5,0.7575757575757576,0.4883720930232558,0.16666666666666666,0.4666666666666667,0.8947368421052632,0.7857142857142857,0.675,0.7,0.8235294117647058,0.5142857142857142,0.631578947368421,0.6571428571428571,0.0,0.4,1.0,0.8780487804878049,1.0,0.6774193548387096,0.46153846153846156,0.4,0.8888888888888888,0.2
193000,0.8823529411764706,0.6,0.4,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.6666666666666666,0.5,0.5862068965517241,0.7272727272727273,0.627906976744186,0.8666666666666667,0.5,0.6363636363636364,0.7209302325581395,0.16666666666666666,0.4888888888888889,0.9210526315789473,0.7857142857142857,0.725,0.7,0.8235294117647058,0.5714285714285714,0.5789473684210527,0.6857142857142857,0.0,0.6,1.0,0.9024390243902439,1.0,0.7096774193548387,0.46153846153846156,0.7333333333333333,0.8888888888888888,0.4
194000,0.8235294117647058,0.3,1.0,0.8571428571428571,0.9117647058823529,0.3333333333333333,0.6333333333333333,0.5,0.6206896551724138,0.7272727272727273,0.5813953488372093,0.7333333333333333,0.4,0.7575757575757576,0.5813953488372093,0.16666666666666666,0.4888888888888889,0.8421052631578947,0.8571428571428571,0.625,0.7666666666666667,0.7941176470588235,0.6285714285714286,0.2631578947368421,0.8285714285714286,0.0,0.4666666666666667,1.0,0.9024390243902439,1.0,0.7096774193548387,0.7692307692307693,0.5333333333333333,0.8888888888888888,0.3
195000,0.8823529411764706,0.7,0.8,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.6333333333333333,0.5,0.5517241379310345,0.9090909090909091,0.6744186046511628,0.8666666666666667,0.5,0.8181818181818182,0.7209302325581395,0.16666666666666666,0.5555555555555556,0.9210526315789473,0.8571428571428571,0.675,0.7666666666666667,0.8235294117647058,0.6571428571428571,0.6842105263157895,0.8,0.0,0.6333333333333333,1.0,0.9024390243902439,1.0,0.9032258064516129,0.8461538461538461,0.5333333333333333,0.8888888888888888,0.5
196000,1.0,0.4,0.8,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.4666666666666667,0.4375,0.5862068965517241,0.8181818181818182,0.627906976744186,0.8666666666666667,0.4,0.8787878787878788,0.6046511627906976,0.16666666666666666,0.5555555555555556,0.868421052631579,0.8571428571428571,0.7,0.7,0.8529411764705882,0.4857142857142857,0.42105263157894735,0.8285714285714286,0.0,0.43333333333333335,1.0,0.8780487804878049,1.0,0.8064516129032258,0.5384615384615384,0.5333333333333333,0.8888888888888888,0.3
197000,0.8823529411764706,0.7,1.0,0.8571428571428571,0.9411764705882353,0.6666666666666666,0.5,0.65625,0.5517241379310345,1.0,0.6976744186046512,0.8666666666666667,0.6,0.9393939393939394,0.6976744186046512,0.16666666666666666,0.5111111111111111,0.868421052631579,0.8571428571428571,0.725,0.7333333333333333,0.8529411764705882,0.6857142857142857,0.3684210526315789,0.8285714285714286,0.0,0.5333333333333333,1.0,0.9024390243902439,1.0,0.8387096774193549,0.6153846153846154,0.6666666666666666,0.8888888888888888,0.4
198000,0.8823529411764706,0.7,1.0,0.8571428571428571,0.9117647058823529,0.6666666666666666,0.7,0.625,0.6896551724137931,0.8181818181818182,0.5581395348837209,0.9333333333333333,0.4,0.8181818181818182,0.7906976744186046,0.16666666666666666,0.6,0.868421052631579,0.8571428571428571,0.825,0.8333333333333334,0.8823529411764706,0.6,0.5263157894736842,0.7714285714285715,0.0,0.5666666666666667,1.0,0.9024390243902439,1.0,0.8387096774193549,0.5384615384615384,0.6666666666666666,0.8888888888888888,0.6
199000,0.8823529411764706,0.3,1.0,0.8571428571428571,0.9117647058823529,0.0,0.4,0.4375,0.5862068965517241,0.7272727272727273,0.5348837209302325,0.6,0.4,0.7272727272727273,0.6976744186046512,0.16666666666666666,0.5777777777777777,0.8157894736842105,0.7857142857142857,0.675,0.7,0.8529411764705882,0.5428571428571428,0.5789473684210527,0.7142857142857143,0.0,0.36666666666666664,1.0,0.8780487804878049,1.0,0.8709677419354839,0.46153846153846156,0.5333333333333333,0.8888888888888888,0.1
